"title","address","phone","website"
"Marine Corps Air Station Iwakuni","Building 1PSC 561 Box 1862Japan 96310","011-81-827-79-5032315-253-5032","http://www.marines.mil/unit/mcasiwakuni"
"USAG Japan, Zama","Unit 45006ATTN: IMJN-MWAAPO, AP Japan 96343-5006","011-81-46-407-4357011-81-46-407-5407View the DOD DSN number315-263-4357View the DOD DSN FAX number315-263-5407","https://www.facebook.com/JapanACS/?ref=aymt_homepage_panel"
"USAG Okinawa, Torii Station","Sobe, Yomitan-sonOkinawa Japan 904-0304","011-81-98-970-5555View the DOD DSN number315-652-4357","https://www.army.mil/okinawa"
"Yokota AB","374 FSS/FSHBldg 535, Unit 5119Yokota AB (Fussa) Japan 197-0001","011-81-311-755-1110View the DOD DSN number315-225-1110","http://www.yokota.af.mil/"
"Volkel Air Base","703rd MUNSSCommanders Support StaffAPO Netherlands","011-003-1413-33-5835314-359-5835",
"Stavanger","US National Support ElementAdministration BuildingEikesetveien 29Stavanger Norway 4068","+47-5195-0523+47-5195-0593View the DOD DSN number314-224-0523View the DOD DSN number314-224-0593","http://www.501csw.usafe.af.mil/units/"
"Lajes Field","Bldg T-100APO Portugal 09720","011-351-295-57-4138View the DOD DSN number314-535-4138",
"Fort Buchanan","Headquarters USAGBuilding 390Double Eagle Ave, Suite 301Fort Buchanan Puerto Rico 00934","787-707-3440787-679-3589787-707-3244View the DOD DSN number312-740-3804View the DOD DSN number312-740-3292","https://buchanan.armymwr.com/programs/acs-stacks"
"156th AW","200 Jose A Santana AveCarolina Puerto Rico 00979-1502","787-253-5253","https://www.156aw.ang.af.mil/"
"Camp Humphreys / USAG Humphreys","USAG HumphreysMaude Hall Bldg 6400Unit #15228APO South Korea 96271","+011-503-357-2647View the DOD DSN number315-757-2647","https://home.army.mil/humphreys/index.php"
"Commander Fleet Activities Chinhae","1 Hyeon-DongBldg 606Chinhae-GuChangwon-SiGyeongsangnam-Do South Korea 51698","011-82-503-363-8242011-82-503-363-5394View the DOD DSN number315-763-8242View the DOD DSN number315-763-5394","https://www.cnic.navy.mil/chinhae/index.htm"
"Kunsan AB","Building 755, Room 127Kunsan South Korea 96264-2102","011-82-63-470-5644315-782-5644","http://www.kunsan.af.mil/"
"USAG Daegu","Soldier Support Center Bldg 330Daegu South Korea 96218","315-763-4426+011-82-503-363-4426","https://www.army.mil/Daegu"
"USAG Yongsan-Casey","USAG-Casey, ATTN: ACSUnit #15543, Box 1Gyeonggi ProvinceDongducheon South Korea 113NN","315-722-4504","https://www.army.mil/yongsan"
"Naval Station Rota","3rd Street & Enriquez StreetQuarter Deck Building 1Rota (Cadiz) Spain 11520","011-34-956-82-3129View the DOD DSN number314-727-3129","https://www.cnic.navy.mil/rota/index.htm"
"Incirlik AB","Bldg 833Suite 263Incirlik Turkey 09824","011-90-322-316-6060View the DOD DSN number314-676-6060","http://www.incirlik.af.mil/"
"Izmir AS","425 Amerikan Hava US BirligiHilton Is Merkezi A-BlokGazi Osman Pasa Blv No:7Konak, Izmir Turkey 35210","+011-90-232-455-6694View the DOD DSN number314-675-6694",
"RAF Alconbury, RAF Molesworth","RAF AlconburyHuntingdon Cambridgeshire United Kingdom PE28 4DA","+114-414-80-84-3557View the DOD DSN number314-268-3557","http://www.rafalconbury.com/"
"RAF Croughton, RAF Fairford","RAF CroughtonNear BrackleyNorthamptonshire United Kingdom NN13 5XP","+011-44-128-070-8158View the DOD DSN number314-236-8716","http://www.501csw.usafe.af.mil/"
"RAF Lakenheath","RAF LakenheathBrandon Suffolk United Kingdom IP279PN","314-226-4800011-44-1638-52-4800+44-1638-52-4800","http://www.lakenheath.af.mil/"
"RAF Mildenhall","Kansas RoadBldg 460RAF MildenhallBury St Edmunds, Suffolk United Kingdom 09459-4702","+114-41-638-54-3406314-238-3406",
